1stEntity	2ndEntity	Relation	Sentence	False_Positive(x)_Checked_by_3_Annotators
sarika	india	/people/person/nationality	a nostalgia for gandhian ideals hovers over '' parzania , '' which begins with a schoolroom lesson about the '' great secular democracy of india '' and ends with the anguished testimony of the lost boy 's mother -lrb- a wonderful , understated sarika -rrb- calling the government to account : we were middle-class people waiting for the police to protect us , she says ; is n't it the government 's duty to provide safety and security for its citizens ?	
alexander_downer	australia	/people/person/nationality	australia 's foreign minister , alexander_downer , said authorities in the united states had told him that if mr. hicks was found guilty by the military tribunal , he would be allowed to serve out his sentence in an australian prison . ''	
howard_hochhauser	martha_stewart_living_omnimedia	/business/person/company	in an interview , howard_hochhauser , the chief financial officer of martha_stewart_living_omnimedia , said the company had '' a ton of credibility in food , '' adding of the new costco line , '' we think this can be pretty big . ''	
canada	toronto	/location/country/administrative_divisions	grant strate , a founding member of the national ballet who became a successful choreographer , recalled in his autobiography , '' grant strate : a memoir '' -lrb- toronto : dance collection danse , 2002 -rrb- that when miss franca was invited to a gathering during her early days in canada , she '' effortlessly cut a swath through the room , exuding poise and sophistication . ''	
damascus	syria	/location/administrative_division/country	among them was noor 's father , a shiite who has since fled baghdad with the couple 's 4-year-old son for the relative safety of damascus , syria .	
france	paris	/location/country/capital	the charges against mr. ramírez stem from a bombing in march 1982 of a train bound from paris to toulouse in southwest france ; an attack in april 1982 on the paris offices of a newspaper , al watan ; and the bombing in december 1983 of a high-speed train and a marseille station .	x
syria	damascus	/location/country/capital	mr. abbas went to damascus , syria , last week to meet with the hamas political director , khaled meshal , who lives there in exile , and the two said they had made progress .	x
eliot_ness	chicago	/people/person/place_of_birth	-lrb- $ 49.98 , not rated -rrb- also out today the untouchables , season 1 , volume 1 -- fourteen episodes from the inaugural 1959-60 season of the classic television series , with robert stack as the unsmiling eliot_ness , the federal agent charged with cleaning up prohibition-era chicago .	x
germany	berlin	/location/country/administrative_divisions	all the various differences within germany are coalescing around germany 's relationship with russia , '' said john c. kornblum , a former american ambassador to germany who now works as a banker in berlin . ''	
catalonia	spain	/location/administrative_division/country	it is the capital of catalonia against the capital of spain , the catalans versus the castilians .	
faik_konica	albania	/people/person/nationality	the excitement among albanians over this visit is immeasurable , beyond words , '' said albania 's new foreign minister , lulzim basha , during an interview in his office , decorated with an elegant portrait of faik_konica , who became the first albanian ambassador to the united states in 1926 . ''	
heinrich_heine	germany	/people/person/nationality	to the editor : the bronx 's large german population in the 1890s was only one reason that a fountain commemorating one of germany 's greatest poets was placed there -lrb- streetscapes : '' sturm und drang over a memorial to heinrich_heine , '' may 27 -rrb- .	
germany	hanover	/location/location/contains	mr. hawass said he was also seeking the zodiac ceiling painting from the dendera temple , now in the louvre ; the statue of hemiunu in the roemer and pelizaeus museum in hildesheim , near hanover , germany ; and the bust of anchhaf at the museum of fine arts in boston .	
israel	west_bank	/location/location/contains	speculating again in hindsight -- israel may have been better off giving up the west_bank and east jerusalem without peace than signing the 1994 peace agreement with jordan while keeping these territories .	x
israel	jerusalem	/location/location/contains	israel began excavation work near jerusalem 's most fiercely contested religious shrine , drawing palestinian protests .	
thailand	chiang_mai	/location/location/contains	similarly , in chiang_mai , the foodie capital of thailand , the four seasons resort begins its class with a venture to one of the city 's legendary markets .	
middle_east	iran	/location/location/contains	the report also warned that a further sectarian splintering of iraq could incite other countries in the middle_east to arm and finance various sects in the country : saudi arabia , jordan and egypt supporting the sunnis , and iran coming to the aid of shiite forces .	
